User Id,Username,Comment Text,Date,sentiment,predicted_emotion
3235365367,brondmanmusic,Love to play around your country. Look like a cool place. Cheers,2020-03-06 20:18,positive,love
1806644259,musicgurl86,😁❤🎶,2020-03-06 20:33,positive,love
631811484,therisingmusic, Thank You. How are things with you. Is all good?,2020-03-06 21:20,positive,gratitude
631811484,therisingmusic, Yeah.. you should come over for sure,2020-03-06 21:20,positive,neutral
1806644259,musicgurl86," ❤ fair to middling as my nan used to say. Any chance there's some shows coming up soon, would love to finally get to see you and say hi! 😊",2020-03-06 22:20,positive,love
631811484,therisingmusic, haha yes. Havent heard that saying in a while. Glad your ok though.... we are working on some shows at the moment. We are just working on the best strategy,2020-03-06 22:50,positive,approval
1806644259,musicgurl86, 👍😊 xx,2020-03-07 12:56,positive,neutral
5739981135,liltimoteo,dm me if you tryna GROW a FANBASE💯☄️☄️,2020-03-08 20:23,positive,neutral
177982491,sheafy_d,Presave for presave?,2020-03-09 01:05,positive,neutral
1806644259,musicgurl86,Done! 😁,2020-03-09 12:27,positive,approval
631811484,therisingmusic," Thank You. You are amazing. We hope you""""re having an epic week.",2020-03-09 18:23,positive,gratitude
1806644259,musicgurl86," considering it's only Tuesday, pretty good so far! 😁",2020-03-10 18:51,positive,admiration
631811484,therisingmusic, That's awesome. Keep moving forward. It's nearly Friday lol,2020-03-11 11:47,positive,admiration
1806644259,musicgurl86, 👍😁,2020-03-11 14:01,positive,neutral
1806644259,musicgurl86,You teases!!,2020-03-17 22:26,positive,neutral
1991610192,teemu.ramo,That solo sounds really cool! 👌👌,2020-03-18 20:29,neutral,admiration
9206630885,stephen.89._,Melody over a Widdle Fest.😏 More memorable.,2020-03-19 18:27,neutral,joy
631811484,therisingmusic,.89._ haha classic. 😂😂 the classic do both.,2020-03-19 19:16,positive,amusement
631811484,therisingmusic, Thanks for that. Really appreciate the kind words. We hope all is well with you in these tough times,2020-03-19 19:16,positive,gratitude
4332436532,djchrisgravity,lets collab,2020-03-19 19:46,positive,neutral
10837858516,floralmarks,Cooool,2020-03-25 14:44,positive,amusement
631811484,therisingmusic, Thanks. We hope all is well with you at this tough time.,2020-03-25 21:37,positive,gratitude
1806644259,musicgurl86,Not in isolation. I work in food retail so I'm classed as a key worker helping to keep the country running.. But music gets me through no matter what I'm doing 😊,2020-03-25 21:49,positive,approval
512505625,thevelvetyear,I love the vocal performance and the lyrical story,2020-03-26 04:59,positive,love
4573515198,emilyjmusic_,Sounds amazing!!!,2020-03-28 18:53,positive,admiration
5316702847,jonathan_bark66,Thanks   for your live stream this evening 😁🎼,2020-03-28 20:36,positive,gratitude
631811484,therisingmusic, No probs. Thanks so much for tuning in 😀,2020-03-28 22:40,positive,gratitude
631811484,therisingmusic,We will be doing loads more this week,2020-03-28 22:41,positive,neutral
9161397829,gustavo.gomes59,Espetacular 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,2020-04-08 22:41,positive,neutral
7553642574,mickout87,"100% banjo, who doesnt love a banjo 🤘",2020-04-08 23:21,neutral,neutral
5459378676,laraleymusic,Love it! Definitely keep it! 😊🤘,2020-04-09 12:02,neutral,love
631811484,therisingmusic, Thanks Lara. We hope you are keeping safe and well at the moment.... plus getting lots of music written 😀,2020-04-09 13:39,positive,gratitude
631811484,therisingmusic,.gomes59 thank you. Hope all is good.,2020-04-09 13:40,positive,gratitude
631811484,therisingmusic, haha exactly. Working on it again today to refine it. Hope all is good with you.,2020-04-09 13:40,neutral,optimism
9161397829,gustavo.gomes59, 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,2020-04-09 13:59,positive,approval
5459378676,laraleymusic, Yes and yes! 😊 Thanks for your kind words. Hope you guys are keeping safe too! 🍀🎵,2020-04-09 16:35,positive,gratitude
1408787940,gurbanabbasli_official,Love it❤️❤️❤️🔥,2020-04-12 13:35,negative,love
9206630885,stephen.89._,👏,2020-04-15 17:07,positive,neutral
5477349541,tonejunkietv,🔥,2020-04-20 21:56,positive,neutral
5477349541,tonejunkietv,🔥,2020-04-20 21:56,positive,neutral
631811484,therisingmusic," Thanks for making this amazing profile... and indeed, all the other profiles we have purchased from you.",2020-04-20 21:58,positive,gratitude
27044959239,craiggouldmusic,That's amazing work guys! Well done  🔥,2020-04-26 18:04,neutral,admiration
3681315275,becvardoodles, thank you so much 🥰,2020-04-26 18:13,positive,gratitude
1286960596,andyholdcroft,Most impressive though the subject matter.....,2020-04-26 20:16,positive,admiration
631811484,therisingmusic, Yeah. We went hard hitting with the lyrics to this one.,2020-04-26 20:20,positive,neutral
631811484,therisingmusic, Yes  is a  legend. Amazing artist. Hope everyone is holding up ok at this time??,2020-04-26 20:20,positive,admiration
1286960596,andyholdcroft, I feel a review in  brewing,2020-04-26 20:23,positive,neutral
27044959239,craiggouldmusic," we are good thanks guys, hope you are too! ❤️🔥",2020-04-26 20:23,positive,gratitude
631811484,therisingmusic, oh.. we will send you a press copy 😀😀,2020-04-26 20:36,positive,optimism
1286960596,andyholdcroft, many thanks!,2020-04-26 20:37,positive,gratitude
145098176,amandastjohnmusic_,So powerful to tell stories like this. 🙌🏻,2020-05-08 09:35,positive,admiration
145098176,amandastjohnmusic_,So powerful to tell stories like this. 🙌🏻,2020-05-08 09:35,positive,admiration
1286960596,andyholdcroft,Review in  at http://www.hotmusiclive.co.uk/article?article=12632,2020-05-08 10:59,positive,neutral
1286960596,andyholdcroft,Review in  at http://www.hotmusiclive.co.uk/article?article=12632,2020-05-08 10:59,neutral,neutral
631811484,therisingmusic, epic. Thanks for this,2020-05-08 20:53,positive,gratitude
631811484,therisingmusic, epic. Thanks for this,2020-05-08 20:53,positive,gratitude
631811484,therisingmusic, Yeah. Cant beat those moments when you can bare your soul as a writer.,2020-05-08 20:54,neutral,neutral
631811484,therisingmusic, Yeah. Cant beat those moments when you can bare your soul as a writer.,2020-05-08 20:54,positive,neutral
2644873,bronco.redahan,👏🔥,2020-05-09 21:02,positive,neutral
2644873,bronco.redahan,👏🔥,2020-05-09 21:02,positive,neutral
4909010938,pat.ricks.official,👍👍👍🤗,2020-05-09 21:54,positive,approval
4909010938,pat.ricks.official,👍👍👍🤗,2020-05-09 21:54,positive,approval
466428397,georgianevada,Sounds awesome 🔥🔥,2020-05-13 01:27,positive,admiration
466428397,georgianevada,Sounds awesome 🔥🔥,2020-05-13 01:27,positive,admiration
13959466187,gusw_music,"Mixing... Just like you, as it seems 😁",2020-05-13 19:35,neutral,approval
13959466187,gusw_music,"Mixing... Just like you, as it seems 😁",2020-05-13 19:35,positive,approval
631811484,therisingmusic, Epic. It's the perfect way to spend the lockdown. We hope you are keeping well?,2020-05-13 21:16,neutral,optimism
631811484,therisingmusic, Epic. It's the perfect way to spend the lockdown. We hope you are keeping well?,2020-05-13 21:16,positive,optimism
32772270099,countryinthekitchen_podcast,🥰🙌🏻,2020-05-13 21:40,positive,approval
13959466187,gusw_music," Oh yes, I love that work 😍 (I feel busier than before the lockdown 🤔)",2020-05-14 13:00,positive,love
13959466187,gusw_music," Oh yes, I love that work 😍 (I feel busier than before the lockdown 🤔)",2020-05-14 13:00,positive,love
375876278,itskatienicholas,You guys are awesome 😍❤️,2020-05-15 11:45,positive,admiration
4909010938,pat.ricks.official,🎶Great👍💯💯💯,2020-05-15 18:51,positive,admiration
5397568313,princessrockit,Pat  sent me your video. I will post it before end of month. Love it 🎸🦋🎸Creator Skye ~ Princess Rock It!,2020-05-15 23:54,positive,love
4909010938,pat.ricks.official, Which one of my videos?😊🤗,2020-05-16 12:07,positive,curiosity
1531010773,zarifkhanmusic,are you going to put some plugins on them?,2020-05-23 08:40,neutral,curiosity
631811484,therisingmusic, Yes. We are going to cover processing them in an upcoming video. Do you do much producing and mixing yourself?,2020-05-23 13:31,positive,curiosity
1531010773,zarifkhanmusic," that's cool :) I'm looking forward to see the process. Yeah, I do little for my YouTube channel. I have been using protools express haha. But I'm trying to get into depth in producing and mixing.",2020-05-25 09:24,positive,amusement
3108999598,uptheantiemusic,Queen - I want to break free 🔥,2020-06-01 17:05,positive,desire
3108999598,uptheantiemusic,Taylor Swift - Girl At Home,2020-06-01 17:06,positive,neutral
3006039456,robert.sparrow,Amazing,2020-06-06 21:48,positive,admiration
3118332120,ikenmusik,I'm ready🔥,2020-06-09 22:08,positive,neutral
3108999598,uptheantiemusic,🤟😆,2020-06-10 07:35,positive,approval
1286960596,andyholdcroft,Bravo,2020-06-10 11:04,positive,neutral
9501043470,hotmusiclive,We are for sure,2020-06-10 11:04,positive,neutral
631811484,therisingmusic, whooohooo... press link on it's way to you very soon 😎🤘,2020-06-10 16:37,positive,excitement
631811484,therisingmusic, yayyy... hope all is good with you.,2020-06-10 16:37,positive,optimism
631811484,therisingmusic,.iken awesome. Thank you,2020-06-10 16:37,neutral,gratitude
631811484,therisingmusic, Thanks 😀 hope all is good?,2020-06-10 16:38,positive,gratitude
248688931,cashfuckingmani,🔥,2020-06-22 08:49,positive,neutral
9206630885,stephen.89._,Broooce vibes,2020-06-23 20:18,positive,neutral
9206630885,stephen.89._,Broooce vibes,2020-06-23 20:18,positive,neutral
21491194162,justineblanchetmusic,Sounds great !,2020-07-01 20:14,positive,admiration
21491194162,justineblanchetmusic,Sounds great !,2020-07-01 20:14,positive,admiration
631811484,therisingmusic, Very kind of you to say. We hope all is good with you?,2020-07-01 21:40,positive,optimism
631811484,therisingmusic, Very kind of you to say. We hope all is good with you?,2020-07-01 21:40,positive,optimism
21491194162,justineblanchetmusic, yes I'm.doing well!,2020-07-01 22:14,positive,approval
21491194162,justineblanchetmusic, yes I'm.doing well!,2020-07-01 22:14,positive,approval
2454072,mattspracklen,❤️,2020-07-04 18:15,positive,love
11403315649,bryanrobinson69,💯 Congratulations 🎉  🎸🎶,2020-07-06 10:03,positive,admiration
631811484,therisingmusic, Thank you. I hope all is good with you,2020-07-07 00:04,positive,gratitude
631811484,therisingmusic, Thanks so much 😀,2020-07-07 00:04,positive,gratitude
11403315649,bryanrobinson69, 💯% Thank you. 🎸Playing and recording lots at home 🎶 💚,2020-07-07 07:09,positive,gratitude
313042557,dannymcmahonuk,Pleased for you guys 😎🔥,2020-07-07 16:29,positive,joy
313042557,dannymcmahonuk,Pleased for you guys 😎🔥,2020-07-07 16:29,positive,joy
2454072,mattspracklen,🙌🏻🙌🏻🙌🏻,2020-07-07 21:12,positive,neutral
631811484,therisingmusic, Cheers Dude. Gonna have to catch up with you again at some point.,2020-07-08 20:20,positive,joy
1599343946,e3robinson,Dm  right away!,2020-07-09 20:22,positive,neutral
1806644259,musicgurl86,I always love hearing about the inspiration behind songs...,2020-07-12 14:23,positive,love
631811484,therisingmusic, Epic. Funny you should say that. We have a full on video series coming all about that very thing 😀 😀,2020-07-12 15:30,positive,amusement
1806644259,musicgurl86, yay!!,2020-07-12 16:39,positive,excitement
9486977589,prantikmjdr,This sounds really beautiful! Love this cover loads🙌💕,2020-07-12 18:13,neutral,love
631811484,therisingmusic, Thank You. So glad that you think its a cover. Its an original song 😀,2020-07-12 18:21,neutral,gratitude
9486977589,prantikmjdr, ahh! It's sound really awesome!🙌💕,2020-07-12 18:27,positive,admiration
43053730,boxmyheart,💜🔥,2020-07-12 19:47,positive,approval
173585428,katecameronmusic,Cool 🔥,2020-07-13 06:40,positive,approval
38919775473,barkingaboutmusic,"Hi Chantelle & Chris, I like to hear about the stories behind the songs",2020-07-13 12:59,positive,curiosity
34951196430,countrymusiccowboy,Like the style and the way you do that first. Makes sense really . As you can think of as many lyrics you like but they will be nothing without the music / melody . ☺️,2020-07-16 21:13,positive,approval
34951196430,countrymusiccowboy,Like the style and the way you do that first. Makes sense really . As you can think of as many lyrics you like but they will be nothing without the music / melody . ☺️,2020-07-16 21:13,positive,approval
631811484,therisingmusic, very true. Its a challenge between melody and lyric sometimes. The real art is getting meaningful lyrics to match a clever melody,2020-07-16 22:22,positive,approval
631811484,therisingmusic, very true. Its a challenge between melody and lyric sometimes. The real art is getting meaningful lyrics to match a clever melody,2020-07-16 22:22,neutral,approval
1650375347,jbeaudion,Totally loving it !! ,2020-07-20 01:06,positive,love
1650375347,jbeaudion,Totally loving it !! ,2020-07-20 01:06,positive,love
1650375347,jbeaudion,Y’all amazing!! Love y’all music.  Got it on my playlist!! Stay true to your dreams ,2020-07-20 01:09,positive,admiration
173585428,katecameronmusic,So good ❤️❤️❤️,2020-07-26 16:18,positive,love
631811484,therisingmusic, Thank you. We hope all is well with you 😀,2020-07-27 10:43,positive,gratitude
4091071505,chrisswinden,Brilliant. Also love the Ourvinyl live EP.,2020-08-02 17:47,positive,admiration
4091071505,chrisswinden,Brilliant. Also love the Ourvinyl live EP.,2020-08-02 17:47,positive,admiration
264726505,1drinstar,Our Song please. 😀,2020-08-02 21:31,positive,approval
631811484,therisingmusic, Yes. I was watching that on YouTube too. Such a great artist.,2020-08-02 21:31,positive,admiration
631811484,therisingmusic, Yes. I was watching that on YouTube too. Such a great artist.,2020-08-02 21:31,neutral,admiration
43053730,boxmyheart,"Red! 'Girl at home' is a personal fav, and super underrated people need to hear it. 👏",2020-08-02 22:15,positive,love
1806644259,musicgurl86,I'd love to hear you cover Haunted 😁,2020-08-03 11:01,positive,love
329090508,harethhouston,Love the banjo! Can’t wait to hear the full tune ✌🏼,2020-08-16 17:28,positive,love
38919775473,barkingaboutmusic,This is a lovely photo of  😁,2020-08-18 22:56,positive,love
631811484,therisingmusic, thank you! ❤️,2020-08-18 23:07,positive,gratitude
334515373,chantellemcateer,Thanks so much ❤️,2020-08-18 23:16,positive,gratitude
201548553,connoradamsmusic,Looking forward to it buddy! 💚,2020-08-25 16:03,positive,optimism
32772270099,countryinthekitchen_podcast,🥳🎶,2020-08-25 16:30,positive,neutral
3006039456,robert.sparrow,Amazing congratulations 🇬🇧,2020-08-25 18:31,positive,admiration
25538736,justingrome,DM me on  please!,2020-08-25 20:53,positive,neutral
8301918418,remote_kontrol_ni,❤️😎😍🔥🔥🔥😁,2020-08-26 00:07,positive,love
1806644259,musicgurl86,😁😁😁,2020-08-28 19:48,positive,amusement
25538736,justingrome,DM me on  please!,2020-08-28 20:52,positive,neutral
264726505,1drinstar,Pre-saved. 😀😀😀,2020-08-28 21:57,positive,approval
631811484,therisingmusic, 😀😀 how are you keeping? Is all good,2020-08-29 14:15,positive,curiosity
631811484,therisingmusic, Epic work Dude. You are on the ball.,2020-08-29 14:16,positive,admiration
1806644259,musicgurl86," I'm doing OK thanks, busy but doing OK. Hope you guys are well!",2020-08-29 14:23,positive,gratitude
3108999598,uptheantiemusic,💯🎉🎉🎉,2020-08-30 10:18,positive,approval
38919775473,barkingaboutmusic,I am 😃,2020-08-30 17:04,positive,neutral
4675050622,jazz.musicians.ig,Check your inbox😍😍😍🔥,2020-08-30 20:40,positive,neutral
4675050622,jazz.musicians.ig,Amazing sent you a message check your inbox And get Featured on our account...👏👏👏👏🏻,2020-08-30 20:40,positive,admiration
9018294231,willfernyhough,Killer dude! 🤘🤘,2020-08-30 20:42,positive,admiration
9018294231,willfernyhough,Killer dude! 🤘🤘,2020-08-30 20:42,positive,admiration
5827714561,taylorfranklynmusic,Shred it up!!,2020-08-30 20:47,positive,neutral
5827714561,taylorfranklynmusic,Shred it up!!,2020-08-30 20:47,positive,neutral
9046431865,guitarworld_musician,"Sounds Great😍Dm us for feature 
 
",2020-08-30 20:54,positive,admiration
9046431865,guitarworld_musician,"Sounds Great😍Dm us for feature 
 
",2020-08-30 20:54,positive,admiration
631811484,therisingmusic, Cheers Dude. Just gave your profile a follow 😀,2020-08-30 22:42,positive,joy
631811484,therisingmusic, Cheers Dude. Just gave your profile a follow 😀,2020-08-30 22:42,positive,joy
631811484,therisingmusic, haha yes. You have to sometimes,2020-08-30 22:43,positive,amusement
631811484,therisingmusic, btw. We gave you a follow 😀,2020-08-30 22:43,positive,neutral
631811484,therisingmusic, btw. We gave you a follow 😀,2020-08-30 22:43,positive,neutral
631811484,therisingmusic, haha yes. You have to sometimes,2020-08-30 22:43,positive,amusement
631811484,therisingmusic, Thanks for getting in touch. We will send a DM,2020-08-30 22:44,positive,gratitude
631811484,therisingmusic, Thanks for getting in touch. We will send a DM,2020-08-30 22:44,positive,gratitude
5827714561,taylorfranklynmusic, 🙏🙏,2020-08-31 02:22,positive,neutral
5827714561,taylorfranklynmusic, 🙏🙏,2020-08-31 02:22,positive,neutral
1346072555,dmniqmusic,Sounds amazing nice one !,2020-09-05 09:39,positive,admiration
1346072555,dmniqmusic,Sounds amazing nice one !,2020-09-05 09:39,neutral,admiration
507900724,stillsearching___,killing it,2020-09-05 22:23,positive,neutral
507900724,stillsearching___,killing it,2020-09-05 22:23,neutral,neutral
5997599630,johnanthonyoriginalmusic,"Look forward to hearing it.  I’m ready, getting mine out tomorrow too! 🤜🏻🤛🏻",2020-09-10 16:59,positive,excitement
631811484,therisingmusic, epic 🤘🤘,2020-09-10 17:18,positive,neutral
1599343946,e3robinson,Dm  right away!,2020-09-10 17:21,positive,neutral
3108999598,uptheantiemusic,Congrats on the single of the week! 🔥🤟,2020-09-10 19:24,positive,gratitude
5997599630,johnanthonyoriginalmusic," yeah, you go girl!",2020-09-11 02:04,positive,neutral
2150892545,martinmc1701,Downloaded it guys!! Absolutely freaking awesome tune AGAIN!!!!!! 👊🏽👊🏽👊🏽😎😎😎😎 Smack bang in my top playlist right now!!! Thank you so much!!!!,2020-09-11 17:28,positive,gratitude
1286960596,andyholdcroft,Review in  at http://www.hotmusiclive.co.uk/article?article=12761,2020-09-11 17:28,neutral,neutral
363761649,georgepelham,Will give it a listen right now!,2020-09-11 20:40,positive,neutral
8301918418,remote_kontrol_ni,🔥🔥🔥🔥 love it ❤️❤️,2020-09-11 21:55,positive,love
631811484,therisingmusic, Thanks so much. We are so glad that you like the song. We hope you are having an epic weekend,2020-09-12 13:38,positive,gratitude
631811484,therisingmusic, Epic work Sir. We are sharing it out today,2020-09-12 13:39,positive,neutral
631811484,therisingmusic, Thanks. Don't forget to let us know what you think.,2020-09-12 13:39,positive,gratitude
631811484,therisingmusic, Thanks Guys. 😎🤘,2020-09-12 13:40,positive,gratitude
5997599630,johnanthonyoriginalmusic,"Just listened to your song, really liked it,  be encouraged this song will go places 😉🤜🏻🤛🏻",2020-09-12 15:48,positive,admiration
238061625,bethdebacci,"New single is sounding great, keep it up!! ☺️🖤",2020-09-12 22:23,positive,admiration
24893891123,jacre.music,"Excellent, I'll check it out!",2020-09-13 09:48,positive,admiration
631811484,therisingmusic, Thank You. Here's hoping it does.... we hope all is good with you 😀,2020-09-13 13:30,positive,gratitude
631811484,therisingmusic, Thank You 😀 we are so glad you like it.,2020-09-13 13:32,positive,gratitude
631811484,therisingmusic,.music yesss... please do 😀😀,2020-09-13 13:33,positive,approval
24893891123,jacre.music,Sounds and looks great :-),2020-09-13 21:45,positive,admiration
507900724,stillsearching___,congrats this is dope !,2020-09-13 22:15,positive,gratitude
238061625,bethdebacci,"Congrats on the release, great song ☺️🖤",2020-09-13 22:43,positive,admiration
